职位,公司,城市,区域,薪资,经验,学历,详情页
软件工程师（C++/ Python 机器人智能 校招/社招）,北京迁移科技有限公司,北京,海淀区,18k-35k,不限,本科,https://www.lagou.com/wn/jobs/9661179.html
服务器python开发工程师 (MJ000044),深圳淘乐网络科技有限公司,深圳,南山区,12k-20k,1-3年,本科,https://www.lagou.com/wn/jobs/10088560.html
中高级python开发工程师,广州优路网络科技有限公司,广州,天河区,13k-18k,3-5年,本科,https://www.lagou.com/wn/jobs/9659562.html
python后端开发工程师,广州探迹科技有限公司,广州,番禺区,20k-35k,3-5年,本科,https://www.lagou.com/wn/jobs/8068663.html
高级python,达而观信息科技（上海）有限公司,上海,浦东新区,15k-25k,3-5年,本科,https://www.lagou.com/wn/jobs/6947717.html
Python高级（SG0303）,长沙蜜獾信息科技有限公司,长沙,岳麓区,10k-15k,3-5年,本科,https://www.lagou.com/wn/jobs/6643067.html
高级python开发工程师,圆通速递有限公司,杭州,余杭区,22k-28k,5-10年,本科,https://www.lagou.com/wn/jobs/2631153.html
python数据开发工程师,沃尔玛（中国）投资有限公司,深圳,福田区,15k-23k,5-10年,本科,https://www.lagou.com/wn/jobs/10360591.html
上海python开发工程师,达而观信息科技（上海）有限公司,上海,浦东新区,12k-24k,不限,本科,https://www.lagou.com/wn/jobs/10255349.html
客户端开发工程师（python) (MJ000040),深圳淘乐网络科技有限公司,深圳,南山区,10k-20k,1-3年,本科,https://www.lagou.com/wn/jobs/10084042.html
Python开发工程师（FUNC 平台）,上海观测未来信息技术有限公司,上海,浦东新区,13k-18k,不限,本科,https://www.lagou.com/wn/jobs/10058149.html
Python 研发工程师,抖音视界（北京）有限公司,北京,海淀区,30k-60k,不限,本科,https://www.lagou.com/wn/jobs/9937400.html
python中高级后端开发工程师,维我软件（上海）有限公司,北京,朝阳区,25k-40k,5-10年,本科,https://www.lagou.com/wn/jobs/10417282.html
python数据开发工程师,沃尔玛（中国）投资有限公司,深圳,福田区,15k-23k,5-10年,本科,https://www.lagou.com/wn/jobs/10360591.html
客户端开发工程师（python) (MJ000040),深圳淘乐网络科技有限公司,深圳,南山区,10k-20k,1-3年,本科,https://www.lagou.com/wn/jobs/10084042.html
python高级开发工程师,深圳市言羽科技有限公司,北京,海淀区,30k-50k,1-3年,本科,https://www.lagou.com/wn/jobs/9504736.html
Python后端高级开发工程师 — 抖音,抖音视界（北京）有限公司,深圳,南山区,30k-60k,1-3年,本科,https://www.lagou.com/wn/jobs/9337894.html
高级python开发工程师,上海晓途网络科技有限公司,上海,长宁区,20k-40k,5-10年,本科,https://www.lagou.com/wn/jobs/7961332.html
python工程师（兼职）,美译通（深圳）翻译有限公司,深圳,南山区,2k-4k,不限,硕士,https://www.lagou.com/wn/jobs/7636132.html
Python高级（SG0303）,长沙蜜獾信息科技有限公司,长沙,岳麓区,10k-15k,3-5年,本科,https://www.lagou.com/wn/jobs/6643067.html
高级python开发工程师,圆通速递有限公司,杭州,余杭区,22k-28k,5-10年,本科,https://www.lagou.com/wn/jobs/2631153.html
Python/Odoo高级开发工程师G00850,深圳市雨禾伟业实业有限公司,深圳,罗湖区,20k-35k,5-10年,本科,https://www.lagou.com/wn/jobs/10447777.html
上海python开发工程师,达而观信息科技（上海）有限公司,上海,浦东新区,12k-24k,不限,本科,https://www.lagou.com/wn/jobs/10255349.html
服务器python开发工程师 (MJ000044),深圳淘乐网络科技有限公司,深圳,南山区,12k-20k,1-3年,本科,https://www.lagou.com/wn/jobs/10088560.html
高级云平台开发工程师（go python）,北京趣拿软件科技有限公司,北京,海淀区,30k-50k,5-10年,本科,https://www.lagou.com/wn/jobs/9746162.html
python开发工程师-电商,抖音视界（北京）有限公司,杭州,余杭区,20k-40k,3-5年,本科,https://www.lagou.com/wn/jobs/9749088.html
中高级python开发工程师,广州优路网络科技有限公司,广州,天河区,13k-18k,3-5年,本科,https://www.lagou.com/wn/jobs/9659562.html
python开发工程师（百度）,上海微创软件股份有限公司,北京,海淀区,14k-16k,1-3年,本科,https://www.lagou.com/wn/jobs/9382986.html
python后端开发工程师,广州探迹科技有限公司,广州,番禺区,20k-35k,3-5年,本科,https://www.lagou.com/wn/jobs/8068663.html
python后端,上海贞历网络科技有限公司,上海,长宁区,15k-30k,1-3年,本科,https://www.lagou.com/wn/jobs/6295672.html
python开发工程师（加班少，证券行业不补班）,深圳市睿服科技有限公司,深圳,罗湖区,14k-19k,3-5年,本科,https://www.lagou.com/wn/jobs/11191755.html
Python开发交付工程师,浙江保融科技股份有限公司,杭州,余杭区,13k-26k,3-5年,本科,https://www.lagou.com/wn/jobs/11002499.html
Java/前端/python/c++/c/测试,北京外企德科人力资源服务上海有限公司,西安,雁塔区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/10647346.html
Java/python/C++/C/测试,北京外企德科人力资源服务上海有限公司,成都,郫都区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/10566155.html
python数据开发工程师,南京玖奕私募基金管理合伙企业（有限合伙）,上海,浦东新区,15k-25k,3-5年,本科,https://www.lagou.com/wn/jobs/11096312.html
高级项目开发工程师-Python/GO-BJ(A73030),上海茗日智能科技有限公司,北京,朝阳区,16k-24k,3-5年,本科,https://www.lagou.com/wn/jobs/11186537.html
python后端开发工程师,深圳壹木航科技有限公司,深圳,南山区,13k-22k,1-3年,本科,https://www.lagou.com/wn/jobs/11139712.html
深圳python开发工程师,达而观信息科技（上海）有限公司,深圳,南山区,15k-30k,1-3年,本科,https://www.lagou.com/wn/jobs/10990570.html
python数据分析师,北京志翔科技股份有限公司,北京,海淀区,15k-20k,不限,本科,https://www.lagou.com/wn/jobs/10876400.html
测试工程师（python）,西安人瑞网络科技有限公司,南京,雨花台区,10k-20k,1-3年,本科,https://www.lagou.com/wn/jobs/10804562.html
Python开发工程师(数据处理开发方向),上海宝云网络科技有限公司,上海,浦东新区,12k-20k,3-5年,本科,https://www.lagou.com/wn/jobs/10803147.html
python后端开发工程师,北京牧游科技有限公司,北京,海淀区,10k-15k,1-3年,本科,https://www.lagou.com/wn/jobs/10773324.html
java/c/c++/python/go/js/web/测试/软件开发/双休,北京外企德科人力资源服务上海有限公司,成都,郫都区,16k-30k,不限,本科,https://www.lagou.com/wn/jobs/10540808.html
C++/C/Java/Python/GO开发工程师,北京外企德科人力资源服务上海有限公司,深圳,龙岗区,17k-25k,不限,本科,https://www.lagou.com/wn/jobs/10480551.html
python开发工程师(2023届应届毕业生),因诺（上海）资产管理有限公司,北京,西城区,15k-25k,不限,本科,https://www.lagou.com/wn/jobs/10740610.html
软件开发python/c++/c/java,华为技术有限公司,苏州,虎丘区,15k-28k,3-5年,本科,https://www.lagou.com/wn/jobs/10729072.html
Python研发工程师(JD52V),多点生活（中国）数字科技有限公司,成都,高新区,15k-25k,3-5年,本科,https://www.lagou.com/wn/jobs/10718659.html
软件开发python/c++/c/java,华为技术有限公司,西安,雁塔区,15k-28k,3-5年,本科,https://www.lagou.com/wn/jobs/10688390.html
ERP实施顾问(Python开发),成都普赛睿生物医药科技有限公司,成都,高新区,8k-15k,1-3年,本科,https://www.lagou.com/wn/jobs/10676829.html
python量化工程师,北京同道大象科技有限公司,北京,朝阳区,20k-25k,3-5年,本科,https://www.lagou.com/wn/jobs/10677581.html
技术经理/总监（Java/PHP/python ）,广东保椿养老产业集团股份有限公司,广州,白云区,20k-40k,5-10年,本科,https://www.lagou.com/wn/jobs/10678117.html
高级python开发工程师,普华永道商务服务（成都）有限公司,成都,高新区,12k-14k,3-5年,本科,https://www.lagou.com/wn/jobs/10662680.html
运维开发工程师（python/go）,富途网络科技（深圳）有限公司,深圳,南山区,15k-30k,3-5年,本科,https://www.lagou.com/wn/jobs/10666317.html
python开发 (MJ000087),武汉佰悦互娱科技有限公司,广州,天河区,22k-40k,不限,本科,https://www.lagou.com/wn/jobs/11030842.html
python后端开发工程师,圆通速递有限公司,杭州,余杭区,15k-30k,5-10年,本科,https://www.lagou.com/wn/jobs/11021040.html
高级python开发工程师,证通股份有限公司,上海,浦东新区,20k-25k,3-5年,硕士,https://www.lagou.com/wn/jobs/11019709.html
知识图谱开发工程师（Python）,证通股份有限公司,上海,浦东新区,15k-22k,1-3年,本科,https://www.lagou.com/wn/jobs/11019695.html
软件开发（Java、C++、Python）,北京外企德科人力资源服务上海有限公司,深圳,龙岗区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11003352.html
c++/java/python/go开发工程师,北京外企德科人力资源服务上海有限公司,上海,浦东新区,20k-40k,不限,本科,https://www.lagou.com/wn/jobs/11180407.html
Python实习生,北京中软国际教育科技股份有限公司,西安,碑林区,6k-10k,不限,大专,https://www.lagou.com/wn/jobs/11017515.html
python开发工程师 (MJ005637),广州希音供应链管理有限公司,深圳,南山区,20k-40k,3-5年,本科,https://www.lagou.com/wn/jobs/11015653.html
Python开发工程师（RPA业务部）,浙江保融科技股份有限公司,杭州,余杭区,15k-30k,3-5年,本科,https://www.lagou.com/wn/jobs/11002659.html
自动化测试工程师（web、接口自动化；python/java）,上海亘岩网络科技有限公司,上海,闵行区,15k-30k,3-5年,本科,https://www.lagou.com/wn/jobs/10978365.html
后端研发工程师(Python)(JB79P),上海茗日智能科技有限公司,上海,静安区,12k-24k,1-3年,本科,https://www.lagou.com/wn/jobs/10951524.html
后端开发工程师 (Python | 应用开发 | SH)(J979P),上海茗日智能科技有限公司,上海,静安区,12k-24k,1-3年,本科,https://www.lagou.com/wn/jobs/10951528.html
后端开发工程师（python方向）,广州凌隆网络科技有限公司,广州,天河区,8k-15k,1-3年,本科,https://www.lagou.com/wn/jobs/10936948.html
运维开发工程师(python),鲸灵云（杭州）智能有限公司,杭州,余杭区,17k-28k,5-10年,本科,https://www.lagou.com/wn/jobs/10931819.html
python数据分析经理,北京志翔科技股份有限公司,北京,海淀区,25k-35k,3-5年,本科,https://www.lagou.com/wn/jobs/10923821.html
python后端开发工程师,加绩（上海）科技服务有限公司,上海,浦东新区,15k-20k,3-5年,本科,https://www.lagou.com/wn/jobs/10915380.html
python后端开发工程师,成都卡社诺网络技术有限责任公司,成都,武侯区,25k-35k,5-10年,本科,https://www.lagou.com/wn/jobs/10916718.html
Python量化工程师,北京同道大象科技有限公司,北京,朝阳区,20k-30k,3-5年,本科,https://www.lagou.com/wn/jobs/10913070.html
python爬虫工程师,深圳市乐思软件技术有限公司,深圳,南山区,9k-12k,1-3年,本科,https://www.lagou.com/wn/jobs/10894754.html
Java/前端/python/c++/c/测试,北京外企德科人力资源服务上海有限公司,西安,雁塔区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/10647346.html
C++/C/Java/Python/GO开发工程师,北京外企德科人力资源服务上海有限公司,深圳,龙岗区,17k-25k,不限,本科,https://www.lagou.com/wn/jobs/10480551.html
宝马对话AI | 后端开发Python工程师(J779P),上海茗日智能科技有限公司,北京,朝阳区,12k-24k,1-3年,本科,https://www.lagou.com/wn/jobs/10948921.html
python主讲老师,网易（杭州）网络有限公司,北京,海淀区,15k-25k,3-5年,本科,https://www.lagou.com/wn/jobs/10875711.html
RPA/Python开发工程师,普华永道商务服务（成都）有限公司,成都,高新区,10k-18k,1-3年,本科,https://www.lagou.com/wn/jobs/10839595.html
中级python开发工程师,北京中北信科技发展有限公司,北京,石景山区,15k-18k,3-5年,大专,https://www.lagou.com/wn/jobs/11083677.html
Python开发工程师 (MJ000613),北京红棉小冰科技有限公司,北京,海淀区,25k-45k,3-5年,本科,https://www.lagou.com/wn/jobs/11077505.html
python资深软件工程师,维我软件（上海）有限公司,北京,朝阳区,35k-50k,10年以上,本科,https://www.lagou.com/wn/jobs/11076612.html
python后端开发工程师,成都俊云科技有限公司,成都,高新区,17k-22k,5-10年,本科,https://www.lagou.com/wn/jobs/11055545.html
中级python开发 (MJ000065),赞同科技股份有限公司,广州,海珠区,10k-15k,1-3年,大专,https://www.lagou.com/wn/jobs/11054495.html
python高级后端开发工程师,维我软件（上海）有限公司,北京,朝阳区,30k-40k,5-10年,本科,https://www.lagou.com/wn/jobs/11046156.html
上海Python后端高级开发工程师,达而观信息科技（上海）有限公司,上海,浦东新区,20k-30k,3-5年,本科,https://www.lagou.com/wn/jobs/11044120.html
Python系统开发工程师,上海仲阳天王星数据科技有限公司,成都,武侯区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11042763.html
Python系统开发工程师,上海仲阳天王星数据科技有限公司,上海,浦东新区,15k-30k,不限,本科,https://www.lagou.com/wn/jobs/11042764.html
python云服务工程师,杭州映云科技有限公司,杭州,余杭区,20k-35k,3-5年,本科,https://www.lagou.com/wn/jobs/11039180.html
